ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E003249,QualitySorting,05/07/2012 01:50,,,,,QR_CASE_0119_009,,CASE_0119,R250,50,20.19,12.2,60.43,0.87,0.3,4.07,1.6,1.76,0.13,3.47,94.59,Night,OP_003,Operational,1,0,0,None
E003250,QualitySorting,05/07/2012 03:07,,,,,QR_CASE_0119_010,,CASE_0119,R250,135,43.18,30.99,71.77,0.57,0.25,0.21,2.78,0.76,1.3,2.36,88.47,Night,OP_013,Operational,3,0,0,None
E003251,ProcessLogs,05/07/2012 06:07,,,BATCH_CASE_0119_011,,,,CASE_0119,R250,185,38.52,12.66,32.87,1.16,0.46,4.14,1.3,2.06,1.0,2.86,93.93,Day,OP_001,Operational,6,0,0,None
E003252,QualityInspection,05/07/2012 07:18,,,,,QR_CASE_0119_012,,CASE_0119,R250,104,31.51,11.45,36.34,0.12,0.0,4.84,3.16,1.64,3.21,1.22,84.02,Day,OP_012,Operational,7,0,0,None
E003253,ProcessLogs,05/07/2012 08:17,,,BATCH_CASE_0119_013,,,,CASE_0119,R250,183,31.86,17.62,55.3,1.21,0.16,0.11,2.37,2.77,0.59,1.1,92.19,Day,OP_012,Operational,8,0,0,None
E003254,ProcessLogs,05/07/2012 09:08,,,BATCH_CASE_0119_014,,,,CASE_0119,R250,112,44.94,28.77,64.02,0.11,0.05,0.01,3.87,2.06,1.79,2.91,85.43,Day,OP_014,Operational,9,0,0,None
E003255,LogShortage,05/07/2012 13:07,,LOG_R250_015,,,,,CASE_0119,R250,84,43.46,26.77,61.6,0.76,0.04,4.37,2.33,2.71,0.83,1.31,85.88,Day,OP_010,Operational,13,0,0,None
E003256,QualityInspection,05/07/2012 15:18,,,,,QR_CASE_0119_016,,CASE_0119,R250,142,30.43,12.15,39.93,0.15,0.01,4.8,3.05,3.12,4.89,2.17,76.04,Day,OP_015,Operational,15,0,0,None
E003257,ProcessLogs,05/07/2012 19:23,,,BATCH_CASE_0119_017,,,,CASE_0119,R250,98,42.39,13.42,31.66,0.22,0.03,2.48,1.73,0.44,4.42,1.23,95.0,Night,OP_003,Operational,19,0,0,None
E003258,ProcessLogs,05/07/2012 21:31,,,BATCH_CASE_0119_018,,,,CASE_0119,R250,59,39.14,25.92,66.22,1.39,0.09,3.38,3.25,0.53,1.94,3.15,93.26,Night,OP_010,Operational,21,0,0,None
E003259,ProcessLogs,05/07/2012 23:09,,,BATCH_CASE_0119_019,,,,CASE_0119,R250,213,11.14,3.26,29.26,0.25,0.03,4.89,0.09,1.68,2.9,1.53,94.49,Night,OP_011,Operational,23,0,0,None
E003260,StartProduction,03/18/2017 00:00,,,BATCH_CASE_0120_000,,,,CASE_0120,R200,125,20.52,8.31,40.5,1.34,0.12,2.53,3.0,1.06,3.01,0.22,95.0,Night,OP_009,Operational,0,5,0,None
E003261,ProcessLogs,03/18/2017 03:46,,,BATCH_CASE_0120_001,,,,CASE_0120,R200,196,48.49,12.49,25.76,1.1,0.2,3.07,3.61,2.92,1.35,2.1,82.1,Night,OP_009,Operational,3,5,0,None
E003262,ProcessLogs,03/18/2017 05:14,,,BATCH_CASE_0120_002,,,,CASE_0120,R200,134,57.54,29.95,52.05,0.13,0.05,2.45,1.87,3.81,0.61,0.2,95.0,Night,OP_010,Operational,5,5,0,None
E003263,ProcessLogs,03/18/2017 06:58,,,BATCH_CASE_0120_003,,,,CASE_0120,R200,139,46.54,34.8,74.77,0.86,0.32,3.75,0.34,1.36,0.46,1.25,92.34,Day,OP_013,Operational,6,5,0,None
E003264,ProductionComplete,03/18/2017 09:25,,,BATCH_CASE_0120_004,,,,CASE_0120,R200,158,21.31,12.68,59.5,0.21,0.01,0.99,2.21,0.57,3.88,1.92,92.59,Day,OP_003,Operational,9,5,0,None
E003265,QualityInspection,03/18/2017 11:57,,,,,QR_CASE_0120_005,,CASE_0120,R200,219,16.43,12.16,74.01,0.93,0.3,2.29,0.69,1.26,0.53,2.59,95.0,Day,OP_003,Operational,11,5,0,None
E003266,StartProduction,03/18/2017 13:13,,,BATCH_CASE_0120_006,,,,CASE_0120,R200,135,51.73,27.6,53.35,0.17,0.08,0.53,1.45,3.05,1.9,2.89,87.71,Day,OP_004,Operational,13,5,0,None
E003267,QualitySorting,03/18/2017 14:04,,,,,QR_CASE_0120_007,,CASE_0120,R200,121,52.19,19.35,37.08,0.02,0.0,0.33,1.7,3.33,0.92,1.13,93.22,Day,OP_008,Operational,14,5,0,None
E003268,ProcessLogs,03/18/2017 17:15,,,BATCH_CASE_0120_008,,,,CASE_0120,R200,57,58.16,26.42,45.43,1.0,0.31,3.69,3.57,3.86,0.12,2.64,85.05,Day,OP_012,Operational,17,5,0,None
E003269,ConveyorMaintenance,03/18/2017 19:18,MR_R200_009,,,,,,CASE_0120,R200,152,40.39,24.55,60.78,2.34,2.03,2.59,1.8,0.74,2.01,2.37,92.72,Night,OP_005,Maintenance,19,5,0,None
E003270,LogShortage,03/18/2017 20:17,,LOG_R200_010,,,,,CASE_0120,R200,139,8.8,4.37,49.66,0.65,0.09,3.11,1.81,2.8,3.53,0.76,88.8,Night,OP_009,Operational,20,5,0,None
E003271,QualityInspection,03/18/2017 20:55,,,,,QR_CASE_0120_011,,CASE_0120,R200,163,13.89,4.28,30.81,1.3,0.32,0.24,3.8,1.42,0.92,0.18,89.85,Night,OP_015,Operational,20,5,0,None
E003272,LogShortage,03/19/2017 01:15,,LOG_R200_012,,,,,CASE_0120,R200,173,50.36,39.54,78.51,1.1,0.08,4.78,1.48,2.28,1.12,2.6,92.3,Night,OP_004,Operational,1,6,0,None
E003273,MaintenanceUnplanned,03/19/2017 04:30,MR_R200_013,,,,,,CASE_0120,R200,127,20.08,6.25,31.13,3.18,3.1,2.16,1.62,3.45,4.4,1.89,88.24,Night,OP_015,Maintenance,4,6,0,None
E003274,StartProduction,03/19/2017 08:42,,,BATCH_CASE_0120_014,,,,CASE_0120,R200,174,10.06,3.15,31.31,0.91,0.24,3.59,1.32,0.27,0.55,1.48,94.34,Day,OP_008,Operational,8,6,0,None
E003275,ProcessLogs,03/19/2017 10:16,,,BATCH_CASE_0120_015,,,,CASE_0120,R200,65,55.5,28.98,52.22,0.48,0.09,4.61,1.6,0.73,1.51,0.84,95.0,Day,OP_012,Operational,10,6,0,None
E003276,QualitySorting,03/19/2017 14:03,,,,,QR_CASE_0120_016,,CASE_0120,R200,180,35.96,28.38,78.92,1.07,0.4,4.25,1.78,3.25,2.31,2.21,84.25,Day,OP_001,Operational,14,6,0,None
E003277,QualityInspection,03/19/2017 16:23,,,,,QR_CASE_0120_017,,CASE_0120,R200,141,41.6,20.91,50.26,0.1,0.04,4.1,1.99,1.03,1.53,0.2,88.1,Day,OP_008,Operational,16,6,0,None
E003278,QualityInspection,03/19/2017 20:35,,,,,QR_CASE_0120_018,,CASE_0120,R200,180,39.32,13.51,34.36,0.46,0.05,3.04,0.82,1.56,4.78,1.15,89.31,Night,OP_007,Operational,20,6,0,None
E003279,StartProduction,03/20/2017 00:37,,,BATCH_CASE_0120_019,,,,CASE_0120,R200,167,14.07,7.69,54.66,0.11,0.0,0.84,1.96,1.76,1.1,3.29,91.36,Night,OP_010,Operational,0,0,0,None
E003280,ProcessLogs,03/20/2017 03:08,,,BATCH_CASE_0120_020,,,,CASE_0120,R200,124,27.49,8.77,31.9,1.34,0.46,1.21,2.54,0.41,2.58,3.21,90.78,Night,OP_006,Operational,3,0,0,None
E003281,ShiftEnd,03/20/2017 05:25,,LOG_R200_021,,,,,CASE_0120,R200,122,14.29,5.25,36.74,0.5,0.16,4.37,1.41,2.65,2.99,2.55,80.56,Night,OP_008,Operational,5,0,0,None
E003282,MaintenancePlanned,03/20/2017 08:48,MR_R200_022,,,,,,CASE_0120,R200,65,32.76,16.15,49.3,0.67,0.44,3.2,1.35,0.84,4.96,0.28,86.4,Day,OP_013,Maintenance,8,0,0,None
E003283,StartProduction,03/20/2017 12:38,,,BATCH_CASE_0120_023,,,,CASE_0120,R200,88,32.48,25.3,77.89,0.88,0.05,0.92,2.51,1.43,2.24,0.51,88.44,Day,OP_006,Operational,12,0,0,None
E003284,StartProduction,03/20/2017 15:01,,,BATCH_CASE_0120_024,,,,CASE_0120,R200,210,16.45,11.81,71.79,0.16,0.04,3.17,1.42,1.28,4.62,1.61,92.52,Day,OP_013,Operational,15,0,0,None
E003285,ProcessLogs,03/20/2017 18:53,,,BATCH_CASE_0120_025,,,,CASE_0120,R200,105,30.76,10.3,33.49,1.12,0.44,0.12,0.51,1.1,0.02,1.17,95.0,Night,OP_001,Operational,18,0,0,None
E003286,ShiftEnd,03/20/2017 21:23,,LOG_R200_026,,,,,CASE_0120,R200,137,16.13,4.58,28.39,1.24,0.43,3.62,2.05,1.68,3.11,1.81,84.83,Night,OP_003,Operational,21,0,0,None
E003287,MaintenancePlanned,06/07/2018 00:00,MR_R200_000,,,,,,CASE_0121,R200,137,28.27,20.12,71.17,2.37,2.12,0.3,2.93,1.69,1.74,1.59,93.35,Night,OP_015,Maintenance,0,3,0,None
E003288,QualitySorting,06/07/2018 03:24,,,,,QR_CASE_0121_001,,CASE_0121,R200,135,55.59,29.79,53.59,0.41,0.07,1.09,1.0,3.63,0.36,3.62,85.66,Night,OP_001,Operational,3,3,0,None
E003289,QualityInspection,06/07/2018 07:24,,,,,QR_CASE_0121_002,,CASE_0121,R200,93,9.73,5.48,56.32,0.74,0.28,1.49,3.79,1.65,1.22,0.75,95.0,Day,OP_002,Operational,7,3,0,None
E003290,ProductionComplete,06/07/2018 11:14,,,BATCH_CASE_0121_003,,,,CASE_0121,R200,169,24.38,14.17,58.12,0.71,0.28,4.45,1.63,1.35,2.15,0.94,94.82,Day,OP_011,Operational,11,3,0,None
E003291,QualitySorting,06/07/2018 14:48,,,,,QR_CASE_0121_004,,CASE_0121,R200,95,17.33,9.05,52.22,0.07,0.01,0.39,2.74,3.73,2.29,0.66,91.4,Day,OP_005,Operational,14,3,0,None
E003292,ProcessLogs,06/07/2018 18:06,,,BATCH_CASE_0121_005,,,,CASE_0121,R200,135,55.45,31.14,56.16,1.1,0.27,1.47,2.16,1.59,0.41,3.1,95.0,Night,OP_012,Operational,18,3,0,None
E003293,QualitySorting,06/07/2018 21:32,,,,,QR_CASE_0121_006,,CASE_0121,R200,185,31.41,11.54,36.74,0.75,0.33,0.29,0.42,3.23,0.17,1.4,95.0,Night,OP_010,Operational,21,3,0,None
E003294,ProductionComplete,06/07/2018 22:47,,,BATCH_CASE_0121_007,,,,CASE_0121,R200,185,19.57,14.84,75.83,0.25,0.03,2.47,0.18,1.15,2.62,0.12,95.0,Night,OP_011,Operational,22,3,0,None
E003295,ProductionComplete,06/08/2018 00:13,,,BATCH_CASE_0121_008,,,,CASE_0121,R200,190,43.43,20.39,46.95,0.38,0.01,4.22,3.71,2.85,2.09,1.58,87.84,Night,OP_006,Operational,0,4,0,None
E003296,QualitySorting,06/08/2018 03:04,,,,,QR_CASE_0121_009,,CASE_0121,R200,169,38.45,13.77,35.81,0.88,0.21,0.66,3.55,1.19,1.9,2.97,91.42,Night,OP_012,Operational,3,4,0,None
E003297,MaintenanceUnplanned,06/08/2018 06:32,MR_R200_010,,,,,,CASE_0121,R200,171,42.81,12.42,29.01,0.95,0.77,2.14,3.03,2.6,1.83,1.18,90.52,Day,OP_001,Maintenance,6,4,0,None
E003298,ProcessLogs,06/08/2018 09:57,,,BATCH_CASE_0121_011,,,,CASE_0121,R200,100,33.44,24.3,72.67,0.25,0.08,2.29,3.51,1.32,1.03,1.65,94.34,Day,OP_003,Operational,9,4,0,None
E003299,LogShortage,06/08/2018 11:45,,LOG_R200_012,,,,,CASE_0121,R200,97,58.98,23.64,40.08,1.0,0.39,4.91,3.23,0.04,2.69,3.59,83.58,Day,OP_002,Operational,11,4,0,None
E003300,ShiftEnd,06/08/2018 13:10,,LOG_R200_013,,,,,CASE_0121,R200,58,55.39,23.6,42.61,0.59,0.07,4.31,2.69,1.94,0.36,0.46,94.24,Day,OP_009,Operational,13,4,0,None
E003301,ProductionComplete,06/08/2018 15:01,,,BATCH_CASE_0121_014,,,,CASE_0121,R200,138,39.34,13.54,34.42,0.68,0.27,2.91,1.62,1.16,0.7,0.58,95.0,Day,OP_010,Operational,15,4,0,None
E003302,ProcessLogs,06/08/2018 16:23,,,BATCH_CASE_0121_015,,,,CASE_0121,R200,113,36.41,10.52,28.89,0.66,0.26,2.39,3.72,0.35,2.03,2.72,85.33,Day,OP_011,Operational,16,4,0,None
E003303,ShiftEnd,06/08/2018 18:46,,LOG_R200_016,,,,,CASE_0121,R200,143,51.71,38.47,74.4,0.78,0.34,1.18,1.73,2.0,2.8,0.94,93.91,Night,OP_001,Operational,18,4,0,None
E003304,ProductionComplete,06/08/2018 21:49,,,BATCH_CASE_0121_017,,,,CASE_0121,R200,99,32.54,12.04,37.0,1.28,0.07,4.17,2.31,3.41,2.07,1.62,87.79,Night,OP_001,Operational,21,4,0,None
E003305,ProcessLogs,06/09/2018 00:14,,,BATCH_CASE_0121_018,,,,CASE_0121,R200,173,38.62,18.51,47.93,0.36,0.0,0.93,0.57,4.0,0.07,0.81,93.84,Night,OP_014,Operational,0,5,0,None
E003306,ProductionComplete,06/09/2018 01:18,,,BATCH_CASE_0121_019,,,,CASE_0121,R200,51,40.18,22.43,55.82,0.35,0.04,4.01,1.06,2.73,1.08,1.89,89.02,Night,OP_003,Operational,1,5,0,None
E003307,MaintenancePlanned,06/09/2018 04:08,MR_R200_020,,,,,,CASE_0121,R200,108,38.1,22.74,59.69,2.56,2.55,3.52,2.49,3.5,1.64,0.63,91.92,Night,OP_012,Maintenance,4,5,0,None
E003308,ProcessLogs,06/09/2018 08:21,,,BATCH_CASE_0121_021,,,,CASE_0121,R200,113,45.9,30.68,66.84,1.41,0.52,4.36,2.04,0.57,1.55,2.72,85.42,Day,OP_015,Operational,8,5,0,None
E003309,QualityInspection,06/09/2018 11:29,,,,,QR_CASE_0121_022,,CASE_0121,R200,207,51.11,29.97,58.64,0.16,0.07,2.08,0.3,2.0,2.95,2.02,94.04,Day,OP_010,Operational,11,5,0,None
E003310,ProductionComplete,06/09/2018 14:38,,,BATCH_CASE_0121_023,,,,CASE_0121,R200,65,21.66,12.86,59.37,0.35,0.13,2.19,3.98,3.11,1.65,0.51,88.59,Day,OP_010,Operational,14,5,0,None
E003311,QualitySorting,06/09/2018 16:26,,,,,QR_CASE_0121_024,,CASE_0121,R200,175,20.09,6.5,32.35,1.06,0.37,0.9,3.58,0.41,1.58,1.39,89.17,Day,OP_001,Operational,16,5,0,None
E003312,ProcessLogs,06/09/2018 20:04,,,BATCH_CASE_0121_025,,,,CASE_0121,R200,208,52.98,18.71,35.32,1.31,0.37,4.54,1.01,0.39,3.52,1.58,92.71,Night,OP_013,Operational,20,5,0,None
E003313,ProcessLogs,06/09/2018 23:45,,,BATCH_CASE_0121_026,,,,CASE_0121,R200,51,36.43,12.58,34.53,1.44,0.6,3.92,3.51,0.9,2.91,1.7,89.41,Night,OP_012,Operational,23,5,0,None
E003314,StartProduction,03/16/2017 00:00,,,BATCH_CASE_0122_000,,,,CASE_0122,R250,128,55.15,28.31,51.33,1.46,0.07,0.43,3.65,0.54,0.02,0.62,95.0,Night,OP_002,Operational,0,3,0,None
E003315,ProcessLogs,03/16/2017 02:37,,,BATCH_CASE_0122_001,,,,CASE_0122,R250,187,21.68,10.19,47.0,1.39,0.6,3.88,3.75,1.73,3.48,3.43,81.22,Night,OP_015,Operational,2,3,0,None
E003316,ProcessLogs,03/16/2017 06:16,,,BATCH_CASE_0122_002,,,,CASE_0122,R250,167,53.88,39.25,72.85,0.97,0.17,3.1,3.76,2.32,4.71,2.39,88.44,Day,OP_007,Operational,6,3,0,None
E003317,ProcessLogs,03/16/2017 09:14,,,BATCH_CASE_0122_003,,,,CASE_0122,R250,65,46.51,15.16,32.6,0.57,0.28,2.86,2.29,3.19,3.43,3.39,81.39,Day,OP_011,Operational,9,3,0,None
E003318,QualitySorting,03/16/2017 10:02,,,,,QR_CASE_0122_004,,CASE_0122,R250,100,54.14,21.04,38.86,0.23,0.07,4.26,0.62,0.79,2.49,1.88,87.94,Day,OP_015,Operational,10,3,0,None
E003319,LogShortage,03/16/2017 11:41,,LOG_R250_005,,,,,CASE_0122,R250,87,13.14,4.63,35.24,0.45,0.22,0.54,2.87,2.36,2.4,3.89,83.55,Day,OP_012,Operational,11,3,0,None
E003320,LogShortage,03/16/2017 15:57,,LOG_R250_006,,,,,CASE_0122,R250,197,9.47,3.58,37.8,0.67,0.03,1.63,0.13,0.71,4.64,2.16,93.89,Day,OP_006,Operational,15,3,0,None
E003321,QualitySorting,03/16/2017 17:17,,,,,QR_CASE_0122_007,,CASE_0122,R250,102,20.23,10.33,51.06,0.04,0.01,3.68,1.29,3.86,1.59,1.71,84.66,Day,OP_011,Operational,17,3,0,None
E003322,ProcessLogs,03/16/2017 20:30,,,BATCH_CASE_0122_008,,,,CASE_0122,R250,66,44.23,34.48,77.96,0.91,0.44,4.83,3.58,1.52,4.65,0.78,82.4,Night,OP_008,Operational,20,3,0,None
E003323,ShiftEnd,03/16/2017 23:56,,LOG_R250_009,,,,,CASE_0122,R250,141,53.32,38.71,72.6,0.32,0.15,3.17,3.78,0.67,1.51,1.94,88.23,Night,OP_010,Operational,23,3,0,None
E003324,ShiftEnd,03/17/2017 04:32,,LOG_R250_010,,,,,CASE_0122,R250,87,9.7,7.35,75.77,0.2,0.09,2.96,2.9,1.36,2.76,0.17,95.0,Night,OP_015,Operational,4,4,0,None
E003325,ProcessLogs,03/17/2017 06:35,,,BATCH_CASE_0122_011,,,,CASE_0122,R250,80,43.06,20.66,47.98,1.43,0.7,3.78,2.66,2.06,0.43,2.97,86.78,Day,OP_005,Operational,6,4,0,None
E003326,StartProduction,03/17/2017 09:23,,,BATCH_CASE_0122_012,,,,CASE_0122,R250,77,55.85,23.86,42.72,1.09,0.18,1.0,3.68,3.87,0.55,0.89,90.14,Day,OP_005,Operational,9,4,0,None
E003327,StartProduction,03/17/2017 12:56,,,BATCH_CASE_0122_013,,,,CASE_0122,R250,160,13.22,9.31,70.42,0.48,0.06,2.26,0.08,3.01,3.97,3.32,86.04,Day,OP_002,Operational,12,4,0,None
E003328,ShiftEnd,03/17/2017 14:37,,LOG_R250_014,,,,,CASE_0122,R250,116,33.16,15.91,47.98,1.13,0.48,4.82,3.22,0.7,2.27,2.11,89.68,Day,OP_005,Operational,14,4,0,None
E003329,ShiftEnd,03/17/2017 18:48,,LOG_R250_015,,,,,CASE_0122,R250,149,40.33,20.09,49.81,1.48,0.32,4.93,3.42,1.09,2.77,0.68,83.68,Night,OP_010,Operational,18,4,0,None
E003330,LogShortage,03/17/2017 22:03,,LOG_R250_016,,,,,CASE_0122,R250,215,27.6,13.64,49.42,1.39,0.44,1.57,2.76,2.23,3.45,1.97,85.47,Night,OP_015,Operational,22,4,0,None
E003331,QualityInspection,03/18/2017 01:24,,,,,QR_CASE_0122_017,,CASE_0122,R250,205,50.67,30.45,60.09,0.52,0.23,2.27,1.34,3.2,1.3,3.35,88.03,Night,OP_005,Operational,1,5,0,None
E003332,ShiftEnd,03/18/2017 04:56,,LOG_R250_018,,,,,CASE_0122,R250,119,10.54,6.13,58.16,0.7,0.3,2.38,1.13,1.76,4.09,2.53,89.13,Night,OP_002,Operational,4,5,0,None
E003333,MaintenancePlanned,03/18/2017 06:42,MR_R250_019,,,,,,CASE_0122,R250,218,47.13,27.76,58.9,1.68,1.18,3.66,0.87,1.32,1.61,2.03,91.36,Day,OP_004,Maintenance,6,5,0,None
E003334,ConveyorMaintenance,03/18/2017 07:49,MR_R250_020,,,,,,CASE_0122,R250,88,40.12,31.91,79.54,1.96,1.19,4.11,1.23,3.73,2.68,2.73,83.64,Day,OP_010,Maintenance,7,5,0,None
E003335,ShiftEnd,03/18/2017 09:20,,LOG_R250_021,,,,,CASE_0122,R250,168,53.87,27.28,50.64,0.37,0.07,4.66,2.81,2.63,0.74,1.34,89.5,Day,OP_005,Operational,9,5,0,None
E003336,ShiftEnd,03/18/2017 11:22,,LOG_R250_022,,,,,CASE_0122,R250,154,18.2,8.61,47.31,0.75,0.04,2.31,0.46,3.23,1.85,0.85,93.57,Day,OP_010,Operational,11,5,0,None
E003337,ProductionComplete,03/18/2017 14:53,,,BATCH_CASE_0122_023,,,,CASE_0122,R250,99,39.49,29.97,75.89,1.21,0.26,2.84,2.46,2.01,3.29,2.43,87.28,Day,OP_004,Operational,14,5,0,None
E003338,MaintenanceUnplanned,03/18/2017 18:10,MR_R250_024,,,,,,CASE_0122,R250,205,37.83,19.06,50.38,0.95,0.63,3.47,1.11,1.79,1.02,3.33,90.91,Night,OP_015,Maintenance,18,5,0,None
E003339,LogShortage,03/18/2017 19:45,,LOG_R250_025,,,,,CASE_0122,R250,194,44.65,17.63,39.48,1.37,0.24,1.55,3.49,3.5,2.9,1.85,85.34,Night,OP_005,Operational,19,5,0,None
E003340,ProcessLogs,03/19/2017 00:01,,,BATCH_CASE_0122_026,,,,CASE_0122,R250,142,33.72,9.04,26.81,0.03,0.01,0.79,2.68,1.94,3.45,3.97,90.3,Night,OP_004,Operational,0,6,0,None
E003341,ShiftEnd,03/19/2017 02:46,,LOG_R250_027,,,,,CASE_0122,R250,168,30.41,23.22,76.36,1.2,0.14,4.82,3.16,2.64,2.21,3.25,83.08,Night,OP_002,Operational,2,6,0,None
E003342,StartProduction,03/19/2017 05:36,,,BATCH_CASE_0122_028,,,,CASE_0122,R250,199,9.46,6.03,63.74,0.53,0.22,4.55,2.49,1.13,2.44,3.31,90.93,Night,OP_005,Operational,5,6,0,None
E003343,ProductionComplete,03/19/2017 09:52,,,BATCH_CASE_0122_029,,,,CASE_0122,R250,76,26.85,7.33,27.3,0.18,0.07,2.5,2.05,2.25,0.7,2.35,94.23,Day,OP_002,Operational,9,6,0,None
E003344,ProcessLogs,12/07/2018 00:00,,,BATCH_CASE_0123_000,,,,CASE_0123,R250,162,21.35,13.26,62.11,0.26,0.07,5.0,1.29,0.96,2.52,2.78,82.25,Night,OP_010,Operational,0,4,1,TR-2
E003345,LogShortage,12/07/2018 04:22,,LOG_R250_001,,,,,CASE_0123,R250,124,24.29,18.47,76.04,0.43,0.18,1.23,2.54,2.18,1.54,1.66,86.75,Night,OP_015,Operational,4,4,1,TR-2
E003346,QualitySorting,12/07/2018 05:46,,,,,QR_CASE_0123_002,,CASE_0123,R250,101,49.18,27.42,55.75,0.13,0.0,0.25,2.65,3.16,3.31,2.96,91.05,Night,OP_001,Operational,5,4,1,TR-2
E003347,LogShortage,12/07/2018 07:38,,LOG_R250_003,,,,,CASE_0123,R250,112,53.47,21.92,40.99,1.4,0.68,3.41,2.96,2.5,0.97,1.14,91.38,Day,OP_004,Operational,7,4,1,TR-2
E003348,LogShortage,12/07/2018 12:10,,LOG_R250_004,,,,,CASE_0123,R250,166,13.77,8.89,64.56,0.23,0.11,3.13,2.13,0.37,1.91,0.07,92.64,Day,OP_004,Operational,12,4,1,TR-2
E003349,QualityInspection,12/07/2018 14:53,,,,,QR_CASE_0123_005,,CASE_0123,R250,146,31.99,19.17,21.08,0.99,0.41,4.74,0.24,3.7,1.18,2.17,85.21,Day,OP_007,Operational,14,4,1,TR-2
E003350,ProductionComplete,12/07/2018 19:36,,,BATCH_CASE_0123_006,,,,CASE_0123,R250,51,48.06,15.73,32.73,1.26,0.5,2.25,3.53,0.96,1.79,1.24,92.53,Night,OP_015,Operational,19,4,1,TR-2
E003351,QualitySorting,12/07/2018 21:01,,,,,QR_CASE_0123_007,,CASE_0123,R250,139,23.18,15.74,67.9,1.04,0.27,1.25,3.92,2.81,0.81,3.23,89.88,Night,OP_004,Operational,21,4,1,TR-2
E003352,ProcessLogs,12/07/2018 23:33,,,BATCH_CASE_0123_008,,,,CASE_0123,R250,86,10.99,3.17,28.84,0.95,0.3,1.31,0.04,0.18,3.21,2.62,95.0,Night,OP_006,Operational,23,4,1,TR-2
E003353,QualitySorting,12/08/2018 02:52,,,,,QR_CASE_0123_009,,CASE_0123,R250,146,40.02,23.54,58.82,0.35,0.17,3.91,3.51,0.36,1.91,2.87,84.42,Night,OP_004,Operational,2,5,1,TR-2
E003354,ProcessLogs,12/08/2018 06:46,,,BATCH_CASE_0123_010,,,,CASE_0123,R250,131,50.64,39.06,77.13,0.44,0.15,4.3,2.77,2.31,1.96,2.46,88.19,Day,OP_004,Operational,6,5,1,TR-2
E003355,QualitySorting,12/08/2018 11:01,,,,,QR_CASE_0123_011,,CASE_0123,R250,134,46.43,12.3,26.49,0.0,0.0,4.91,2.8,3.61,4.62,2.72,82.07,Day,OP_005,Operational,11,5,1,TR-2
E003356,ProcessLogs,12/08/2018 14:49,,,BATCH_CASE_0123_012,,,,CASE_0123,R250,175,38.92,9.81,25.21,0.41,0.08,3.99,3.29,2.2,4.85,0.06,81.81,Day,OP_003,Operational,14,5,1,TR-2
E003357,ProcessLogs,12/08/2018 16:40,,,BATCH_CASE_0123_013,,,,CASE_0123,R250,166,25.07,14.71,58.68,0.2,0.08,3.74,2.51,3.75,2.65,2.3,79.35,Day,OP_004,Operational,16,5,1,TR-2
E003358,ProcessLogs,12/08/2018 18:31,,,BATCH_CASE_0123_014,,,,CASE_0123,R250,63,19.94,10.32,15.49,0.23,0.09,0.86,1.37,3.33,1.63,1.43,95.0,Night,OP_003,Operational,18,5,1,TR-2
E003359,ProcessLogs,12/08/2018 21:01,,,BATCH_CASE_0123_015,,,,CASE_0123,R250,64,33.68,19.67,58.4,0.03,0.0,2.33,1.72,3.34,3.11,0.7,93.53,Night,OP_008,Operational,21,5,1,TR-2
E003360,QualityInspection,12/08/2018 22:41,,,,,QR_CASE_0123_016,,CASE_0123,R250,103,19.13,8.62,45.06,0.84,0.27,4.81,3.75,1.59,0.32,3.82,86.43,Night,OP_012,Operational,22,5,1,TR-2
E003361,QualityInspection,12/09/2018 00:57,,,,,QR_CASE_0123_017,,CASE_0123,R250,195,23.81,9.84,41.33,0.75,0.34,2.14,0.78,1.81,2.78,2.84,93.63,Night,OP_006,Operational,0,6,1,TR-2
E003362,StartProduction,12/09/2018 05:48,,,BATCH_CASE_0123_018,,,,CASE_0123,R250,180,26.4,12.82,48.56,1.49,0.33,4.49,1.29,1.99,3.61,1.29,87.96,Night,OP_014,Operational,5,6,1,TR-2
E003363,ProcessLogs,12/09/2018 08:28,,,BATCH_CASE_0123_019,,,,CASE_0123,R250,168,39.15,26.46,67.59,1.39,0.6,0.03,3.49,3.37,2.06,1.24,86.59,Day,OP_005,Operational,8,6,1,TR-2
E003364,StartProduction,08/08/2017 00:00,,,BATCH_CASE_0124_000,,,,CASE_0124,R200,151,29.18,7.4,25.36,1.43,0.28,2.54,3.13,3.31,2.52,0.13,86.3,Night,OP_007,Operational,0,1,0,None
E003365,ProcessLogs,08/08/2017 01:28,,,BATCH_CASE_0124_001,,,,CASE_0124,R200,134,8.0,5.51,68.88,0.96,0.01,3.07,0.72,0.7,0.92,3.1,89.25,Night,OP_001,Operational,1,1,0,None
E003366,ProcessLogs,08/08/2017 03:27,,,BATCH_CASE_0124_002,,,,CASE_0124,R200,122,21.8,15.28,70.09,1.47,0.65,0.67,1.97,0.97,4.78,0.38,95.0,Night,OP_009,Operational,3,1,0,None
